ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Farm-level cattle,7,2012.0,-26.0,-1.8,31.0,2013
Farm-level cattle,8,2012.0,-27.2,-3.5,27.6,2013
Farm-level cattle,9,2012.0,-24.8,-1.2,30.9,2013
Farm-level cattle,10,2012.0,-21.9,1.7,33.1,2013
Farm-level cattle,11,2012.0,-22.0,-0.4,27.9,2013
Farm-level cattle,12,2012.0,-20.9,0.3,27.1,2013
Farm-level cattle,1,2013.0,-19.4,-0.8,23.7,2013
Farm-level cattle,2,2013.0,-17.0,-0.5,20.0,2013
Farm-level cattle,3,2013.0,-15.2,-0.5,17.6,2013
Farm-level cattle,4,2013.0,-10.6,2.0,17.8,2013
Farm-level cattle,5,2013.0,-9.2,1.6,14.7,2013
Farm-level cattle,6,2013.0,-8.0,0.9,11.3,2013
Farm-level cattle,7,2013.0,-8.1,-1.2,6.9,2013
Farm-level cattle,8,2013.0,-6.5,-1.1,5.4,2013
Farm-level cattle,9,2013.0,-3.5,0.6,5.3,2013
Farm-level cattle,10,2013.0,-2.7,0.1,3.2,2013
Farm-level cattle,11,2013.0,0.0,1.7,3.7,2013
Farm-level cattle,12,2013.0,0.6,1.4,2.2,2013
Wholesale beef,7,2012.0,-13.8,1.0,18.5,2013
Wholesale beef,8,2012.0,-13.6,1.3,18.7,2013
Wholesale beef,9,2012.0,-13.4,0.6,17.2,2013
Wholesale beef,10,2012.0,-11.5,2.9,19.8,2013
Wholesale beef,11,2012.0,-13.7,-0.6,15.2,2013
Wholesale beef,12,2012.0,-10.3,3.2,19.3,2013
Wholesale beef,1,2013.0,-11.0,1.2,15.5,2013
Wholesale beef,2,2013.0,-11.5,-0.6,11.9,2013
Wholesale beef,3,2013.0,-9.0,0.7,11.6,2013
Wholesale beef,4,2013.0,-7.9,0.3,9.6,2013
Wholesale beef,5,2013.0,-8.2,-1.2,7.0,2013
Wholesale beef,6,2013.0,-5.0,1.1,8.1,2013
Wholesale beef,7,2013.0,-3.5,1.7,7.5,2013
Wholesale beef,8,2013.0,-4.5,-0.3,4.3,2013
Wholesale beef,9,2013.0,-3.4,-0.2,3.3,2013
Wholesale beef,10,2013.0,-2.5,-0.3,2.3,2013
Wholesale beef,11,2013.0,-1.6,-0.2,1.2,2013
Wholesale beef,12,2013.0,-0.8,-0.2,0.4,2013
Wholesale pork,7,2012.0,-18.1,-0.7,20.8,2013
Wholesale pork,8,2012.0,-16.4,1.5,23.0,2013
Wholesale pork,9,2012.0,-14.0,3.4,24.7,2013
Wholesale pork,10,2012.0,-17.6,-1.2,19.1,2013
Wholesale pork,11,2012.0,-14.2,2.1,21.9,2013
Wholesale pork,12,2012.0,-15.1,0.2,18.8,2013
Wholesale pork,1,2013.0,-11.5,2.6,19.1,2013
Wholesale pork,2,2013.0,-13.0,-1.0,13.0,2013
Wholesale pork,3,2013.0,-12.6,-1.8,10.6,2013
Wholesale pork,4,2013.0,-11.5,-2.6,7.7,2013
Wholesale pork,5,2013.0,-11.6,-4.1,4.5,2013
Wholesale pork,6,2013.0,-8.4,-2.0,5.4,2013
Wholesale pork,7,2013.0,-4.6,0.7,7.1,2013
Wholesale pork,8,2013.0,-0.1,4.3,9.5,2013
Wholesale pork,9,2013.0,1.5,4.9,8.7,2013
Wholesale pork,10,2013.0,1.9,4.2,6.8,2013
Wholesale pork,11,2013.0,2.0,3.4,4.9,2013
